Timestamp,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DayOfWeek,Holiday,EnergyConsumption
2022-01-02 04:00:00,17.1026,44.3683,1500.0,3,Off,Off,0.0,Sunday,No,20.0
2022-01-02 05:00:00,17.0991,58.0336,1500.0,4,Off,On,0.0,Sunday,No,28.3567
2022-01-02 06:00:00,16.0024,54.38,1200.0,2,Off,On,2.3563,Sunday,No,20.0
2022-01-02 07:00:00,20.6106,68.3324,2000.0,3,Off,Off,2.6889,Sunday,No,32.6152
2022-01-02 08:00:00,16.7769,68.7578,1000.0,4,On,Off,9.0121,Sunday,No,20.0
2022-01-02 09:00:00,15.0,64.2828,1200.0,3,On,Off,15.7976,Sunday,No,20.0
2022-01-02 10:00:00,18.8509,54.2318,1000.0,4,On,On,15.4867,Sunday,Yes,20.4777
2022-01-02 11:00:00,15.2408,73.8108,1800.0,3,Off,Off,18.9693,Sunday,No,20.0
2022-01-02 12:00:00,18.7216,44.4592,1500.0,4,On,Off,17.2536,Sunday,Yes,25.4379
2022-01-02 13:00:00,15.1081,46.7391,1500.0,2,Off,Off,18.4794,Sunday,No,21.4331
2022-01-02 14:00:00,17.1475,56.6855,1000.0,3,Off,Off,14.4441,Sunday,Yes,20.0
2022-01-02 15:00:00,20.974,74.2401,1800.0,3,Off,Off,12.6951,Sunday,No,28.0424
2022-01-02 16:00:00,22.7808,54.0471,1800.0,4,Off,On,10.3312,Sunday,No,31.4341
2022-01-02 17:00:00,22.2679,54.3537,1200.0,2,Off,Off,5.0625,Sunday,No,22.0485
2022-01-02 18:00:00,22.1706,44.3135,2000.0,2,Off,On,2.1876,Sunday,No,36.1283
2022-01-02 19:00:00,22.0994,63.4376,1200.0,3,Off,On,1.4387,Sunday,No,32.4953
2022-01-02 20:00:00,19.8468,64.1714,1800.0,4,Off,On,0.0,Sunday,No,38.0859
2022-01-02 21:00:00,21.2619,62.434,800.0,3,Off,On,1.9045,Sunday,No,21.1922
2022-01-02 22:00:00,21.4806,51.022,1500.0,4,Off,On,0.0,Sunday,No,25.8619
2022-01-02 23:00:00,24.0394,49.6345,3000.0,2,On,On,0.0,Sunday,No,42.2353
2022-01-03 00:00:00,21.9911,45.5577,3000.0,3,On,On,0.0,Monday,No,48.4532
2022-01-03 01:00:00,17.0542,58.0547,1200.0,4,Off,On,2.9227,Monday,No,25.5731
2022-01-03 02:00:00,20.452,47.7211,1200.0,2,Off,On,2.5504,Monday,No,22.0659
2022-01-03 03:00:00,18.2572,47.6035,800.0,4,Off,On,0.0,Monday,No,20.0
2022-01-03 04:00:00,16.95,54.0255,2000.0,3,Off,On,0.0,Monday,No,26.9915
2022-01-03 05:00:00,18.9059,52.915,1500.0,4,On,On,0.0,Monday,No,27.3542
2022-01-03 06:00:00,19.2678,52.4158,1200.0,3,On,On,0.0,Monday,No,26.6133
2022-01-03 07:00:00,18.7686,60.601,1000.0,2,Off,Off,4.9565,Monday,Yes,20.0
2022-01-03 08:00:00,15.1254,58.5948,2500.0,4,Off,On,5.7179,Monday,No,37.0065
2022-01-03 09:00:00,16.2876,55.3085,1500.0,4,Off,Off,11.7808,Monday,No,24.354
2022-01-03 10:00:00,17.8683,58.6036,1200.0,6,On,On,17.2942,Monday,No,23.5861
2022-01-03 11:00:00,19.6336,48.6777,1200.0,9,On,Off,20.9429,Monday,No,26.8596
2022-01-03 12:00:00,17.3455,58.1386,1200.0,10,Off,Off,16.6531,Monday,No,21.8813
2022-01-03 13:00:00,18.6561,58.108,1500.0,10,On,Off,18.9957,Monday,No,29.0365
2022-01-03 14:00:00,17.5912,45.1983,2500.0,10,On,Off,17.1759,Monday,No,42.2252
2022-01-03 15:00:00,18.1879,65.0092,2000.0,8,On,Off,13.8149,Monday,No,32.8303
2022-01-03 16:00:00,22.9289,48.5699,1500.0,7,On,On,10.6579,Monday,No,33.5166
2022-01-03 17:00:00,24.6376,55.8312,2000.0,5,On,On,6.7176,Monday,No,44.3265
2022-01-03 18:00:00,22.2579,65.1379,1200.0,4,On,On,0.0883,Monday,No,32.8696
2022-01-03 19:00:00,24.7087,62.4928,1200.0,4,Off,On,3.0778,Monday,No,29.4797
2022-01-03 20:00:00,23.5271,55.7165,3000.0,3,Off,On,0.0,Monday,No,57.925
2022-01-03 21:00:00,21.4114,53.1766,1200.0,2,Off,Off,0.0,Monday,No,23.6874
2022-01-03 22:00:00,23.1247,63.1427,1200.0,2,Off,On,3.6234,Monday,No,20.0
2022-01-03 23:00:00,25.0012,60.3972,3000.0,2,Off,On,4.8893,Monday,Yes,40.9088
2022-01-04 00:00:00,21.2322,51.1834,1000.0,3,Off,On,1.198,Tuesday,No,20.0
2022-01-04 01:00:00,23.7096,49.028,1800.0,3,Off,On,0.0,Tuesday,No,29.7436
2022-01-04 02:00:00,15.0,41.4212,2500.0,2,On,On,0.5293,Tuesday,No,37.7061
2022-01-04 03:00:00,20.6712,57.5309,1500.0,4,On,On,0.0,Tuesday,No,22.2845
2022-01-04 04:00:00,18.4779,56.295,800.0,4,On,On,2.974,Tuesday,No,21.4232
2022-01-04 05:00:00,17.0845,66.4642,1200.0,2,Off,On,0.0,Tuesday,No,20.7418
2022-01-04 06:00:00,17.3893,60.1557,1000.0,3,Off,On,0.0,Tuesday,No,20.0
2022-01-04 07:00:00,15.0,68.6738,1200.0,3,Off,Off,5.8552,Tuesday,No,20.0
2022-01-04 08:00:00,16.3645,52.0117,1800.0,2,Off,On,12.5791,Tuesday,No,31.2562
2022-01-04 09:00:00,17.6203,66.3191,1200.0,6,On,Off,12.5124,Tuesday,No,20.0
2022-01-04 10:00:00,20.1616,52.2202,1200.0,6,On,On,18.8703,Tuesday,No,29.2682
2022-01-04 11:00:00,16.646,63.727,1500.0,8,Off,On,15.54,Tuesday,No,28.2709
2022-01-04 12:00:00,16.6869,45.8239,1500.0,9,On,Off,19.8274,Tuesday,No,31.8821
2022-01-04 13:00:00,18.0239,58.9739,2000.0,12,On,On,16.5613,Tuesday,No,44.849
2022-01-04 14:00:00,21.6347,40.1321,1200.0,9,Off,Off,15.6224,Tuesday,No,23.8912
2022-01-04 15:00:00,21.2378,53.9916,2000.0,10,On,Off,16.5254,Tuesday,No,31.2013
2022-01-04 16:00:00,20.2443,59.9495,1500.0,7,On,Off,9.2982,Tuesday,No,23.6466
2022-01-04 17:00:00,22.9517,51.4467,1200.0,6,On,Off,3.7192,Tuesday,No,27.896
2022-01-04 18:00:00,22.5961,47.3177,1200.0,4,Off,On,2.3435,Tuesday,No,30.8685
2022-01-04 19:00:00,24.6389,61.8773,1200.0,2,On,On,1.157,Tuesday,No,24.9518
2022-01-04 20:00:00,21.3997,55.2524,1500.0,3,On,On,0.0,Tuesday,No,29.1925
2022-01-04 21:00:00,22.0463,51.9695,1000.0,2,Off,On,0.0,Tuesday,No,23.8194
2022-01-04 22:00:00,21.6177,56.3499,2500.0,4,Off,On,0.125,Tuesday,No,36.741
2022-01-04 23:00:00,18.9981,77.8939,1500.0,4,On,Off,1.5618,Tuesday,No,21.6243
2022-01-05 00:00:00,21.8961,65.1592,2500.0,2,Off,On,0.0,Wednesday,No,35.1251
2022-01-05 01:00:00,21.1024,65.4699,800.0,3,Off,Off,3.885,Wednesday,No,20.0
2022-01-05 02:00:00,19.8141,60.0401,1200.0,4,On,On,0.5756,Wednesday,No,25.6273
2022-01-05 03:00:00,18.5582,58.2644,800.0,4,On,On,0.0,Wednesday,No,23.2141
2022-01-05 04:00:00,15.4731,38.6894,1200.0,4,Off,On,0.0,Wednesday,No,20.0
2022-01-05 05:00:00,16.8412,52.0158,2000.0,3,Off,Off,2.1742,Wednesday,No,26.6784
2022-01-05 06:00:00,16.5203,53.6993,800.0,2,On,On,0.0,Wednesday,No,20.0
2022-01-05 07:00:00,15.3015,42.9104,1200.0,3,On,Off,5.3942,Wednesday,No,20.0
2022-01-05 08:00:00,16.4813,48.2963,1000.0,3,On,Off,9.9308,Wednesday,No,20.0
2022-01-05 09:00:00,17.7142,41.3391,1200.0,6,On,Off,9.2749,Wednesday,No,24.2909
2022-01-05 10:00:00,20.9781,55.9,2000.0,7,Off,Off,16.5062,Wednesday,No,31.0088
2022-01-05 11:00:00,18.0317,63.6406,1500.0,10,On,On,18.4088,Wednesday,No,37.144
2022-01-05 12:00:00,18.8189,65.7085,1800.0,10,Off,Off,23.3015,Wednesday,No,31.3993
2022-01-05 13:00:00,18.8785,60.1547,1200.0,11,Off,Off,21.9718,Wednesday,No,23.3872
2022-01-05 14:00:00,15.9663,50.0029,2500.0,9,Off,Off,14.9526,Wednesday,No,38.343
2022-01-05 15:00:00,20.5273,40.8853,1800.0,9,Off,On,11.1648,Wednesday,No,30.8127
2022-01-05 16:00:00,21.4243,42.0178,1200.0,6,Off,On,11.4321,Wednesday,No,28.2613
2022-01-05 17:00:00,26.8517,44.2926,1200.0,6,On,Off,5.1967,Wednesday,Yes,28.3113
2022-01-05 18:00:00,22.0172,48.784,2500.0,4,On,On,0.3419,Wednesday,No,46.4292
2022-01-05 19:00:00,23.3047,54.2306,1500.0,2,Off,On,0.0,Wednesday,No,34.769
2022-01-05 20:00:00,22.7344,47.5664,1800.0,4,Off,Off,0.0,Wednesday,No,32.2444
2022-01-05 21:00:00,20.3643,59.1025,1200.0,4,On,On,0.0,Wednesday,No,32.5526
2022-01-05 22:00:00,24.6876,53.2355,1000.0,3,Off,On,0.0,Wednesday,Yes,20.0
2022-01-05 23:00:00,23.429,55.5557,1800.0,2,Off,On,0.0,Wednesday,No,29.979
2022-01-06 00:00:00,22.8859,64.7562,1500.0,4,Off,On,0.0,Thursday,No,22.8523
2022-01-06 01:00:00,18.7615,47.4297,1500.0,2,Off,On,0.0,Thursday,No,25.4832
2022-01-06 02:00:00,22.6094,59.0668,1500.0,3,On,Off,0.0,Thursday,No,20.3835
2022-01-06 03:00:00,16.2237,57.5211,1000.0,4,On,On,0.0,Thursday,No,20.0
2022-01-06 04:00:00,19.4776,53.9888,1800.0,4,On,Off,0.0,Thursday,No,29.5902
2022-01-06 05:00:00,22.0634,62.963,2500.0,2,Off,On,0.0,Thursday,No,36.6032
2022-01-06 06:00:00,15.2247,64.9647,2000.0,4,On,On,3.3353,Thursday,No,31.6119
2022-01-06 07:00:00,15.7735,50.196,1200.0,2,On,On,5.6372,Thursday,No,20.0
2022-01-06 08:00:00,17.0032,55.9418,1200.0,4,On,Off,9.0245,Thursday,No,21.0074
2022-01-06 09:00:00,15.8991,59.98,2000.0,5,On,Off,16.1297,Thursday,No,29.3012
2022-01-06 10:00:00,15.0,55.8159,1500.0,7,On,On,13.1259,Thursday,No,31.1074
2022-01-06 11:00:00,17.8197,61.8343,1500.0,8,Off,Off,20.4421,Thursday,No,25.2963
2022-01-06 12:00:00,16.1792,59.8958,2500.0,11,On,On,20.4071,Thursday,No,48.4675
2022-01-06 13:00:00,19.9746,71.1681,1500.0,12,On,Off,19.9062,Thursday,No,26.4448
2022-01-06 14:00:00,17.965,44.8683,1500.0,9,On,Off,16.275,Thursday,No,23.2894
2022-01-06 15:00:00,23.6802,54.4165,800.0,9,On,Off,15.816,Thursday,No,20.4561
2022-01-06 16:00:00,19.7373,49.3108,800.0,7,On,On,10.6938,Thursday,No,23.7749
2022-01-06 17:00:00,21.281,60.9485,800.0,5,Off,Off,6.9065,Thursday,No,20.9153
2022-01-06 18:00:00,24.029,42.3539,2500.0,2,Off,On,0.0,Thursday,No,51.6637
2022-01-06 19:00:00,20.2399,59.1985,1200.0,3,On,Off,2.2231,Thursday,No,27.1256
2022-01-06 20:00:00,23.2588,50.482,1500.0,2,Off,On,0.0,Thursday,No,32.9198
2022-01-06 21:00:00,25.3159,49.0319,2000.0,3,Off,Off,0.0,Thursday,No,31.4175
2022-01-06 22:00:00,19.187,45.1719,1500.0,3,On,On,3.6604,Thursday,No,25.4432
2022-01-06 23:00:00,22.2944,52.0911,1500.0,2,Off,Off,1.6586,Thursday,No,20.0
2022-01-07 00:00:00,21.8236,64.6289,1200.0,4,Off,Off,3.8405,Friday,No,20.8154
2022-01-07 01:00:00,22.144,55.6553,2000.0,4,On,Off,0.0,Friday,No,31.9378
2022-01-07 02:00:00,17.3299,62.3225,1000.0,4,Off,On,1.9783,Friday,No,20.0
2022-01-07 03:00:00,16.3865,70.9012,800.0,3,On,On,2.4816,Friday,Yes,20.0
2022-01-07 04:00:00,19.3477,58.8057,1000.0,3,Off,Off,0.0,Friday,No,20.0
2022-01-07 05:00:00,18.2765,52.5467,1200.0,4,On,On,0.0,Friday,No,28.8428
2022-01-07 06:00:00,17.7068,60.926,1200.0,3,Off,On,0.8283,Friday,No,23.6163
2022-01-07 07:00:00,17.599,52.8659,1800.0,3,On,Off,5.7452,Friday,No,24.4958
2022-01-07 08:00:00,15.4438,53.8315,1000.0,4,On,Off,10.6545,Friday,No,20.0
2022-01-07 09:00:00,17.3706,45.1297,1800.0,4,On,Off,14.1437,Friday,No,26.8455
2022-01-07 10:00:00,17.7919,64.5725,800.0,8,Off,On,16.2883,Friday,No,22.8454
2022-01-07 11:00:00,16.2538,54.5358,1000.0,10,On,On,18.1003,Friday,No,20.0
2022-01-07 12:00:00,22.0354,57.3462,1500.0,9,Off,Off,21.3804,Friday,No,23.8405
2022-01-07 13:00:00,19.9751,48.2198,2500.0,11,On,Off,13.1199,Friday,No,43.6481
2022-01-07 14:00:00,17.4212,60.7612,2000.0,11,On,Off,13.9101,Friday,No,36.806
2022-01-07 15:00:00,21.8934,49.8364,3000.0,10,Off,Off,10.4417,Friday,No,49.6357
2022-01-07 16:00:00,19.3545,55.56,1800.0,7,On,Off,5.9702,Friday,No,26.5462
2022-01-07 17:00:00,23.4993,62.4728,1800.0,5,On,Off,4.8907,Friday,No,35.8183
2022-01-07 18:00:00,24.7191,61.4103,1500.0,2,On,On,1.1207,Friday,Yes,32.2716
2022-01-07 19:00:00,21.0603,56.0057,1500.0,3,On,Off,1.0498,Friday,No,31.2726
2022-01-07 20:00:00,24.7306,40.9358,1000.0,4,On,On,0.0,Friday,No,28.5192
2022-01-07 21:00:00,23.5272,79.3843,1500.0,3,Off,Off,0.0,Friday,No,26.3238
2022-01-07 22:00:00,24.046,69.2531,1200.0,3,Off,On,0.3303,Friday,No,25.3689
2022-01-07 23:00:00,25.7188,60.5658,1200.0,2,Off,On,1.0253,Friday,No,20.0
2022-01-08 00:00:00,20.8131,50.2304,1500.0,2,Off,On,1.1582,Saturday,No,21.6122
2022-01-08 01:00:00,19.0728,55.8694,1000.0,4,Off,Off,0.0,Saturday,No,20.0
2022-01-08 02:00:00,18.0248,52.7452,1200.0,4,Off,Off,1.6557,Saturday,No,20.0
2022-01-08 03:00:00,17.3958,67.3921,800.0,3,Off,Off,0.3613,Saturday,No,20.0
2022-01-08 04:00:00,18.1496,59.1551,3000.0,4,Off,On,0.0,Saturday,No,49.9948
2022-01-08 05:00:00,18.3648,50.7172,1000.0,4,Off,On,0.0,Saturday,Yes,20.0
2022-01-08 06:00:00,17.7592,53.4062,1200.0,3,Off,On,0.0,Saturday,No,20.0
2022-01-08 07:00:00,18.5604,65.9014,2000.0,3,On,Off,3.5514,Saturday,No,30.4306
2022-01-08 08:00:00,16.8299,70.2518,1500.0,3,On,Off,12.1934,Saturday,Yes,21.3349
2022-01-08 09:00:00,19.8131,68.7827,1000.0,2,On,Off,15.1839,Saturday,No,20.0
2022-01-08 10:00:00,16.6765,63.5533,1200.0,2,On,Off,15.1033,Saturday,No,20.0
2022-01-08 11:00:00,23.1229,53.5421,1000.0,3,Off,Off,18.4148,Saturday,No,20.0
2022-01-08 12:00:00,19.5552,30.7013,1000.0,2,On,On,21.2025,Saturday,No,20.0
2022-01-08 13:00:00,17.3131,59.6834,800.0,2,On,Off,15.2661,Saturday,No,20.0
2022-01-08 14:00:00,17.6621,57.1868,1200.0,2,On,Off,18.5183,Saturday,No,20.0
2022-01-08 15:00:00,21.5452,57.1563,2000.0,4,Off,Off,18.0984,Saturday,No,25.633
2022-01-08 16:00:00,20.8569,56.6741,1500.0,3,On,Off,10.6303,Saturday,No,21.4598
2022-01-08 17:00:00,23.3532,44.884,1500.0,3,On,Off,4.8096,Saturday,No,31.726
2022-01-08 18:00:00,23.3484,59.9547,1000.0,4,Off,On,0.0,Saturday,No,32.6165
2022-01-08 19:00:00,22.556,60.7909,1200.0,2,On,On,0.0,Saturday,No,26.8851
2022-01-08 20:00:00,21.1103,61.6256,2000.0,3,On,On,0.0,Saturday,No,45.1799
2022-01-08 21:00:00,19.6719,64.171,800.0,2,On,On,0.9843,Saturday,No,20.0
2022-01-08 22:00:00,21.5089,60.8797,2000.0,4,On,On,0.0,Saturday,No,35.3906
2022-01-08 23:00:00,23.638,52.1284,1500.0,2,On,On,2.453,Saturday,No,23.0759
2022-01-09 00:00:00,21.732,55.4137,2000.0,4,Off,Off,0.738,Sunday,No,24.6854
2022-01-09 01:00:00,18.0888,57.8024,1200.0,4,On,On,0.0,Sunday,No,26.722
2022-01-09 02:00:00,20.1502,57.3165,1200.0,2,On,On,2.5164,Sunday,No,20.0
2022-01-09 03:00:00,19.798,64.5463,1800.0,2,Off,On,1.1832,Sunday,No,28.9082
2022-01-09 04:00:00,16.5361,62.6885,1800.0,3,On,Off,0.0,Sunday,Yes,21.8371
2022-01-09 05:00:00,17.99,73.7218,1000.0,4,Off,On,0.0,Sunday,No,20.0
2022-01-09 06:00:00,17.3222,74.9551,3000.0,2,On,On,0.0,Sunday,No,38.4604
2022-01-09 07:00:00,15.0,58.6372,800.0,2,Off,Off,8.7084,Sunday,No,20.0
2022-01-09 08:00:00,17.5194,26.5509,800.0,3,Off,Off,11.4802,Sunday,No,20.0
2022-01-09 09:00:00,18.0276,66.9864,1500.0,3,On,Off,12.0809,Sunday,No,25.3752
2022-01-09 10:00:00,19.3719,52.3654,1800.0,3,On,On,23.6572,Sunday,No,21.9576
2022-01-09 11:00:00,19.7901,50.1511,3000.0,4,On,Off,20.8907,Sunday,No,40.2207
2022-01-09 12:00:00,15.5485,54.6479,1200.0,3,Off,On,17.6262,Sunday,No,20.0
2022-01-09 13:00:00,17.1517,53.7813,800.0,4,On,Off,18.7231,Sunday,No,20.0
2022-01-09 14:00:00,20.8339,61.148,1500.0,3,On,Off,16.2858,Sunday,No,20.0
2022-01-09 15:00:00,21.6079,43.5422,1200.0,4,Off,Off,12.4617,Sunday,No,20.0
2022-01-09 16:00:00,22.3339,47.1781,1200.0,3,On,Off,12.6066,Sunday,No,20.0
2022-01-09 17:00:00,29.6306,56.3561,1500.0,4,On,Off,4.9215,Sunday,No,32.6942
2022-01-09 18:00:00,23.5437,60.4204,800.0,3,Off,On,1.8589,Sunday,No,20.0
2022-01-09 19:00:00,24.9728,60.1405,1500.0,3,Off,On,0.0,Sunday,No,33.9693
2022-01-09 20:00:00,24.7119,48.7902,1200.0,2,Off,On,0.0,Sunday,Yes,25.3381
2022-01-09 21:00:00,24.0044,47.4726,1800.0,4,Off,On,0.0,Sunday,No,48.0545
2022-01-09 22:00:00,21.7714,51.9155,1500.0,2,Off,On,0.0364,Sunday,Yes,21.7407
2022-01-09 23:00:00,23.4431,57.3861,1000.0,4,Off,Off,0.0,Sunday,No,20.0
2022-01-10 00:00:00,19.7582,68.4564,1000.0,2,On,Off,0.0,Monday,No,20.0491
2022-01-10 01:00:00,20.1067,40.0885,1200.0,3,Off,On,0.0,Monday,No,24.252
2022-01-10 02:00:00,18.8331,55.0842,1000.0,2,On,On,0.0,Monday,No,20.0
2022-01-10 03:00:00,19.1911,46.0812,1800.0,3,Off,On,0.0,Monday,No,29.8779
2022-01-10 04:00:00,22.9332,42.4021,3000.0,4,On,Off,0.0,Monday,No,43.1124
2022-01-10 05:00:00,15.0,65.7357,1800.0,3,On,Off,2.7118,Monday,No,27.1479
2022-01-10 06:00:00,18.5783,61.2835,1500.0,2,On,On,1.0042,Monday,No,27.2763
2022-01-10 07:00:00,15.0,61.5955,1200.0,4,Off,Off,4.2476,Monday,No,20.0
2022-01-10 08:00:00,15.86,65.1102,1200.0,2,On,Off,6.4625,Monday,No,20.0
2022-01-10 09:00:00,19.084,52.9371,2500.0,5,On,Off,14.171,Monday,No,34.6213
2022-01-10 10:00:00,17.3343,53.8386,3000.0,7,Off,Off,17.7752,Monday,No,35.6097
2022-01-10 11:00:00,15.527,75.3277,1500.0,8,On,Off,20.1553,Monday,No,24.3809
2022-01-10 12:00:00,16.8732,55.4655,1200.0,11,On,On,18.4532,Monday,No,27.929
2022-01-10 13:00:00,20.3866,62.2651,1800.0,10,Off,On,19.7386,Monday,No,37.5383
2022-01-10 14:00:00,18.3431,57.0481,1000.0,10,On,Off,21.1418,Monday,No,25.6212
2022-01-10 15:00:00,21.0132,41.41,1800.0,10,On,Off,13.1025,Monday,No,34.8096
2022-01-10 16:00:00,21.395,39.7245,2000.0,6,Off,Off,12.07,Monday,No,24.0188
2022-01-10 17:00:00,20.622,51.6815,1000.0,5,On,On,5.1481,Monday,No,34.438
2022-01-10 18:00:00,26.6898,62.9419,3000.0,4,Off,On,0.0,Monday,No,62.8299
2022-01-10 19:00:00,23.9695,61.6155,3000.0,2,Off,On,0.2606,Monday,No,56.1142
2022-01-10 20:00:00,18.7536,64.1865,2500.0,4,On,On,0.0,Monday,No,52.5625
2022-01-10 21:00:00,23.0745,47.6813,1500.0,3,Off,On,0.2818,Monday,No,35.007
2022-01-10 22:00:00,21.0784,69.1035,1000.0,2,On,Off,1.9315,Monday,No,20.0
2022-01-10 23:00:00,23.63,47.6918,1500.0,2,Off,On,1.8051,Monday,No,26.9035
2022-01-11 00:00:00,19.7188,58.287,1200.0,3,On,On,2.2988,Tuesday,No,26.5602
2022-01-11 01:00:00,20.3508,56.3119,1000.0,3,Off,On,0.0,Tuesday,No,20.0
2022-01-11 02:00:00,20.8138,54.8649,1200.0,3,Off,On,0.1155,Tuesday,Yes,20.9831
2022-01-11 03:00:00,20.7589,66.9811,1800.0,2,Off,On,4.3542,Tuesday,No,28.9074
2022-01-11 04:00:00,15.9033,52.0881,800.0,3,Off,Off,0.0,Tuesday,No,20.0
2022-01-11 05:00:00,17.0135,46.5991,1200.0,2,On,Off,0.0,Tuesday,No,24.38
2022-01-11 06:00:00,16.2559,57.7832,800.0,2,On,On,0.0,Tuesday,No,20.0
2022-01-11 07:00:00,15.5994,54.6216,1800.0,4,On,Off,5.3956,Tuesday,No,25.0529
2022-01-11 08:00:00,20.3348,83.4186,1500.0,3,Off,Off,12.0836,Tuesday,No,22.553
2022-01-11 09:00:00,17.716,62.5972,800.0,5,Off,On,17.5746,Tuesday,No,23.5855
2022-01-11 10:00:00,15.0,54.7253,3000.0,8,Off,On,15.3233,Tuesday,No,49.2304
2022-01-11 11:00:00,19.5183,48.1956,800.0,8,On,Off,17.665,Tuesday,No,20.0
2022-01-11 12:00:00,22.5482,40.6932,1500.0,9,Off,Off,23.1608,Tuesday,No,24.3726
2022-01-11 13:00:00,21.0923,47.9706,1800.0,10,Off,Off,13.2596,Tuesday,No,38.5067
2022-01-11 14:00:00,16.7651,58.39,1800.0,10,On,Off,16.0424,Tuesday,No,37.8113
2022-01-11 15:00:00,19.6118,68.0351,800.0,8,Off,Off,16.0845,Tuesday,No,20.0
2022-01-11 16:00:00,23.8377,64.3222,2500.0,8,On,On,6.596,Tuesday,No,36.3821
2022-01-11 17:00:00,20.5098,58.1798,2500.0,4,Off,On,3.0785,Tuesday,No,51.1858
2022-01-11 18:00:00,23.2896,52.9278,1500.0,3,Off,On,2.5183,Tuesday,No,31.1977
2022-01-11 19:00:00,24.2509,57.3752,1500.0,3,On,On,0.0,Tuesday,No,34.2585
2022-01-11 20:00:00,20.95,52.0659,800.0,2,Off,On,0.0,Tuesday,No,20.0
2022-01-11 21:00:00,22.5826,69.4721,1500.0,2,Off,Off,1.6801,Tuesday,No,28.3975
2022-01-11 22:00:00,15.9194,56.2107,1200.0,3,Off,Off,3.2472,Tuesday,No,20.0
2022-01-11 23:00:00,19.8764,55.8464,1800.0,2,Off,On,2.8664,Tuesday,No,27.2055
2022-01-12 00:00:00,20.7987,38.5338,1200.0,4,Off,On,0.0,Wednesday,No,22.0666
2022-01-12 01:00:00,18.0847,55.5111,1800.0,3,On,Off,2.9254,Wednesday,No,27.4077
2022-01-12 02:00:00,23.0687,62.2713,1000.0,2,Off,Off,0.158,Wednesday,No,20.0
2022-01-12 03:00:00,16.1671,49.1081,1000.0,2,On,Off,0.0,Wednesday,No,20.0
2022-01-12 04:00:00,17.4238,51.2671,1000.0,2,Off,On,0.0,Wednesday,No,20.8651
2022-01-12 05:00:00,17.944,63.4585,800.0,4,On,On,1.3991,Wednesday,No,20.0
2022-01-12 06:00:00,20.0883,44.6602,1500.0,3,On,On,0.8743,Wednesday,No,28.4421
